city_name	state_abbrev	county_name	latitude	longitude	timezone	dst	zipcodes	year_incorporated	year_founded
Keysville	VA	Charlotte County	37.029877	-78.4643	-5	1	23947		
La Crosse	VA	Mecklenburg County	36.678507	-78.08098	-5	1	23950		
Lunenburg	VA	Lunenburg County	36.930088	-78.29215	-5	1	23952		
Meherrin	VA	Prince Edward County	37.097705	-78.37823	-5	1	23954		
Nottoway	VA	Nottoway County	37.116094	-78.057832	-5	1	23955		
Pamplin	VA	Appomattox County	37.264896	-78.66558	-5	1	23958		
Phenix	VA	Charlotte County	37.094313	-78.77182	-5	1	23959		
Prospect	VA	Prince Edward County	37.310203	-78.55359	-5	1	23960		
Randolph	VA	Charlotte County	37.017706	-78.73668	-5	1	23962		
Red House	VA	Charlotte County	37.197072	-78.81694	-5	1	23963		
Red Oak	VA	Charlotte County	36.780021	-78.62102	-5	1	23964		
Rice	VA	Prince Edward County	37.284087	-78.27559	-5	1	23966		
Saxe	VA	Charlotte County	36.913228	-78.63611	-5	1	23967		
Skipwith	VA	Mecklenburg County	36.702863	-78.51218	-5	1	23968		
South Hill	VA	Mecklenburg County	36.733874	-78.17287	-5	1	23970		
Victoria	VA	Lunenburg County	36.987595	-78.23285	-5	1	23974		
Wylliesburg	VA	Charlotte County	36.848612	-78.59064	-5	1	23976		
Roanoke	VA	Salem County	37.274175	-79.95786	-5	1	24001,24002,24003,24004,24005,24006,24007,24008,24009,24010,24011,24012,24013,24014,24015,24016,24017,24018,24019,24020,24022,24023,24024,24025,24026,24027,24028,24029,24030,24031,24032,24033,24034,24035,24036,24037,24038,24040,24042,24043,24044,24045,24048,24050		
Ararat	VA	Patrick County	36.618824	-80.53102	-5	1	24053		
Axton	VA	Henry County	36.677075	-79.70604	-5	1	24054		
Bassett	VA	Henry County	36.757893	-80.00161	-5	1	24055		
Belspring	VA	Pulaski County	37.189876	-80.59761	-5	1	24058		
Bent Mountain	VA	Roanoke County	37.146244	-80.12562	-5	1	24059		
Blacksburg	VA	Montgomery County	37.232027	-80.42127	-5	1	24060,24061,24062,24063	1964	1798
Blue Ridge	VA	Botetourt County	37.373117	-79.79043	-5	1	24064		
Boones Mill	VA	Franklin County	37.116716	-79.95528	-5	1	24065	1927	
Buchanan	VA	Botetourt County	37.532991	-79.68004	-5	1	24066		
Callaway	VA	Franklin County	37.010772	-80.08111	-5	1	24067		
Christiansburg	VA	Montgomery County	37.154804	-80.418396	-5	1	24068,24073	1792	
Cascade	VA	Pittsylvania County	36.586545	-79.64194	-5	1	24069		
Catawba	VA	Roanoke County	37.361962	-80.19485	-5	1	24070		
Check	VA	Floyd County	37.040036	-80.2167	-5	1	24072		
Claudville	VA	Patrick County	36.580514	-80.4332	-5	1	24076		
Cloverdale	VA	Botetourt County	37.369313	-79.90303	-5	1	24077		
Collinsville	VA	Henry County	36.720217	-79.91425	-5	1	24078		
Copper Hill	VA	Floyd County	37.043459	-80.14868	-5	1	24079		
Critz	VA	Patrick County	36.625817	-80.13542	-5	1	24082		
Daleville	VA	Botetourt County	37.407301	-79.91761	-5	1	24083		
Dublin	VA	Pulaski County	37.107273	-80.67384	-5	1	24084		
Eagle Rock	VA	Botetourt County	37.671394	-79.81681	-5	1	24085		
Eggleston	VA	Giles County	37.287326	-80.62194	-5	1	24086		
Elliston	VA	Montgomery County	37.218668	-80.2335	-5	1	24087		
Ferrum	VA	Franklin County	36.901203	-80.0715	-5	1	24088		
Fieldale	VA	Henry County	36.70487	-79.95681	-5	1	24089		
Fincastle	VA	Botetourt County	37.512912	-79.87046	-5	1	24090		
Floyd	VA	Floyd County	36.910051	-80.30871	-5	1	24091		
Glade Hill	VA	Franklin County	37.014685	-79.75335	-5	1	24092		
Glen Lyn	VA	Giles County	37.377877	-80.85658	-5	1	24093		
Goodview	VA	Bedford County	37.21556	-79.73922	-5	1	24095		
Hardy	VA	Franklin County	37.180713	-79.76536	-5	1	24101		
Henry	VA	Franklin County	36.838473	-79.99093	-5	1	24102		
Huddleston	VA	Bedford County	37.107479	-79.53046	-5	1	24104		
Indian Valley	VA	Floyd County	36.901524	-80.5936	-5	1	24105		
Martinsville	VA	Martinsville City	36.696264	-79.86879	-5	1	24112,24113,24114,24115		
Meadows Of Dan	VA	Patrick County	36.720001	-80.41975	-5	1	24120		
Moneta	VA	Bedford County	37.145705	-79.64786	-5	1	24121		
Montvale	VA	Bedford County	37.413397	-79.70789	-5	1	24122		
Narrows	VA	Giles County	37.331818	-80.80847	-5	1	24124		
Newbern	VA	Pulaski County	37.069206	-80.689067	-5	1	24126		
New Castle	VA	Craig County	37.505033	-80.17302	-5	1	24127		
Newport	VA	Giles County	37.325758	-80.47021	-5	1	24128		
New River	VA	Pulaski County	37.096403	-80.608056	-5	1	24129		
Oriskany	VA	Botetourt County	37.555083	-79.786151	-5	1	24130		
Paint Bank	VA	Craig County	37.562902	-80.2538	-5	1	24131		
Parrott	VA	Pulaski County	37.210996	-80.62751	-5	1	24132		
Patrick Springs	VA	Patrick County	36.677978	-80.13511	-5	1	24133		
Pearisburg	VA	Giles County	37.291252	-80.73601	-5	1	24134		
Pembroke	VA	Giles County	37.31803	-80.62267	-5	1	24136		
Penhook	VA	Franklin County	36.947422	-79.63536	-5	1	24137		
Pilot	VA	Montgomery County	37.048647	-80.32048	-5	1	24138		
Pittsville	VA	Pittsylvania County	37.010279	-79.47217	-5	1	24139		
Radford	VA	Radford County	37.11979	-80.57325	-5	1	24141,24142,24143		1887
Redwood	VA	Franklin County	37.006912	-79.913875	-5	1	24146		
Rich Creek	VA	Giles County	37.38389	-80.81734	-5	1	24147		
Ridgeway	VA	Henry County	36.595224	-79.87353	-5	1	24148		
Riner	VA	Montgomery County	37.011934	-80.41897	-5	1	24149		
Ripplemead	VA	Giles County	37.351691	-80.67726	-5	1	24150		
Rocky Mount	VA	Franklin County	36.980013	-79.88027	-5	1	24151		1786
Salem	VA	Salem County	37.288807	-80.07821	-5	1	24153,24155,24156,24157		
Sandy Level	VA	Pittsylvania County	36.985629	-79.53939	-5	1	24161		
Shawsville	VA	Montgomery County	37.14374	-80.26233	-5	1	24162		
Spencer	VA	Henry County	36.590431	-80.03589	-5	1	24165		
Staffordsville	VA	Giles County	37.240021	-80.73083	-5	1	24167		
Stanleytown	VA	Henry County	36.734651	-79.94572	-5	1	24168		
Stuart	VA	Patrick County	36.655575	-80.23909	-5	1	24171		1792
Thaxton	VA	Bedford County	37.357587	-79.66552	-5	1	24174		
Troutville	VA	Botetourt County	37.427597	-79.90595	-5	1	24175		
Union Hall	VA	Franklin County	37.024494	-79.69241	-5	1	24176		
Vesta	VA	Patrick County	36.724064	-80.35806	-5	1	24177		
Villamont	VA	Bedford County	37.310494	-79.789799	-5	1	24178		
Vinton	VA	Roanoke County	37.276218	-79.8524	-5	1	24179		1884
Wirtz	VA	Franklin County	37.068743	-79.74911	-5	1	24184		
Woolwine	VA	Patrick County	36.806528	-80.26895	-5	1	24185		
Bristol	VA	Bristol City	36.606582	-82.18087	-5	1	24201,24202,24203,24209		
Abingdon	VA	Washington County	36.728639	-82.00845	-5	1	24210,24211,24212		1776
Andover	VA	Wise County	36.921924	-82.79644	-5	1	24215		
Appalachia	VA	Wise County	36.919476	-82.78974	-5	1	24216		
Bee	VA	Dickenson County	37.082275	-82.18978	-5	1	24217		
Ben Hur	VA	Lee County	36.733931	-83.0635	-5	1	24218		
Big Stone Gap	VA	Wise County	36.851953	-82.77056	-5	1	24219		
Birchleaf	VA	Dickenson County	37.138489	-82.25643	-5	1	24220		
Blackwater	VA	Lee County	36.627827	-82.96464	-5	1	24221		
Castlewood	VA	Russell County	36.870051	-82.27792	-5	1	24224		
Cleveland	VA	Russell County	36.968491	-82.1623	-5	1	24225		
Clinchco	VA	Dickenson County	37.147222	-82.34369	-5	1	24226		
Clintwood	VA	Dickenson County	37.153509	-82.44936	-5	1	24228		
Coeburn	VA	Wise County	36.952634	-82.46657	-5	1	24230		
Damascus	VA	Washington County	36.624632	-81.76732	-5	1	24236		
Dante	VA	Russell County	37.001752	-82.28089	-5	1	24237		
Davenport	VA	Buchanan County	37.107474	-82.12413	-5	1	24239		
Dryden	VA	Lee County	36.780481	-82.94428	-5	1	24243		
Duffield	VA	Scott County	36.70122	-82.79538	-5	1	24244		
Dungannon	VA	Scott County	36.844539	-82.49147	-5	1	24245		
East Stone Gap	VA	Wise County	36.864429	-82.737469	-5	1	24246		
Ewing	VA	Lee County	36.62928	-83.48322	-5	1	24248		
Fort Blackmore	VA	Scott County	36.759614	-82.59473	-5	1	24250		
Gate City	VA	Scott County	36.642027	-82.58685	-5	1	24251		
Haysi	VA	Dickenson County	37.213189	-82.29759	-5	1	24256	1936	
Hiltons	VA	Scott County	36.658518	-82.42645	-5	1	24258		
Honaker	VA	Russell County	37.02264	-81.99859	-5	1	24260		
Jonesville	VA	Lee County	36.687716	-83.15587	-5	1	24263		
Keokee	VA	Lee County	36.851769	-82.93593	-5	1	24265		
Lebanon	VA	Russell County	36.876177	-82.11083	-5	1	24266		
Mendota	VA	Washington County	36.720381	-82.26093	-5	1	24270		
Nickelsville	VA	Scott County	36.741128	-82.41823	-5	1	24271		
Nora	VA	Dickenson County	37.008665	-82.35244	-5	1	24272		
Norton	VA	Norton City	36.942047	-82.63138	-5	1	24273		1894
Pound	VA	Wise County	37.126639	-82.59599	-5	1	24274,24279		
Pennington Gap	VA	Lee County	36.756705	-83.04178	-5	1	24277		
Rosedale	VA	Russell County	36.954936	-81.94252	-5	1	24280		
Rose Hill	VA	Lee County	36.65364	-83.34736	-5	1	24281		
Saint Charles	VA	Lee County	36.805965	-83.05467	-5	1	24282		
Saint Paul	VA	Wise County	36.943316	-82.33154	-5	1	24283		
Weber City	VA	Scott County	36.617348	-82.5666	-5	1	24290		
Whitetop	VA	Grayson County	36.59565	-81.59154	-5	1	24292		
Wise	VA	Wise County	36.979817	-82.56963	-5	1	24293	1924	1874
Pulaski	VA	Pulaski County	37.053297	-80.7728	-5	1	24301		
Atkins	VA	Smyth County	36.870607	-81.40497	-5	1	24311		
Austinville	VA	Wythe County	36.837699	-80.85731	-5	1	24312		
Barren Springs	VA	Wythe County	36.909335	-80.80411	-5	1	24313		
Bastian	VA	Bland County	37.183901	-81.17641	-5	1	24314		
Bland	VA	Bland County	37.107412	-81.0571	-5	1	24315		
Broadford	VA	Tazewell County	36.937195	-81.67617	-5	1	24316		
Cana	VA	Carroll County	36.609475	-80.67102	-5	1	24317		
Ceres	VA	Bland County	36.982193	-81.38945	-5	1	24318		
Chilhowie	VA	Smyth County	36.776534	-81.65827	-5	1	24319		
Cripple Creek	VA	Wythe County	36.820139	-81.11128	-5	1	24322		
Crockett	VA	Wythe County	36.88091	-81.1992	-5	1	24323		
Draper	VA	Pulaski County	36.973028	-80.79309	-5	1	24324		
Dugspur	VA	Carroll County	36.801489	-80.60492	-5	1	24325		
Elk Creek	VA	Grayson County	36.729236	-81.2001	-5	1	24326		
Emory	VA	Washington County	36.773659	-81.82771	-5	1	24327		
Fancy Gap	VA	Carroll County	36.659171	-80.70387	-5	1	24328		
Fries	VA	Grayson County	36.721913	-81.00535	-5	1	24330,24338		
Galax	VA	Galax City	36.649548	-80.92683	-5	1	24333		
Glade Spring	VA	Washington County	36.772376	-81.7742	-5	1	24340	1875	
Hillsville	VA	Carroll County	36.750353	-80.68706	-5	1	24343		1876
Hiwassee	VA	Pulaski County	36.958829	-80.65995	-5	1	24347		
Independence	VA	Grayson County	36.626454	-81.16554	-5	1	24348		
Ivanhoe	VA	Wythe County	36.809933	-80.99526	-5	1	24350		
Lambsburg	VA	Carroll County	36.580074	-80.76311	-5	1	24351		
Laurel Fork	VA	Carroll County	36.708515	-80.52791	-5	1	24352		
Marion	VA	Smyth County	36.828526	-81.53045	-5	1	24354		
Max Meadows	VA	Wythe County	36.933981	-80.92897	-5	1	24360		
Meadowview	VA	Washington County	36.763059	-81.84774	-5	1	24361		
Mouth Of Wilson	VA	Grayson County	36.597486	-81.37604	-5	1	24363		
Rocky Gap	VA	Bland County	37.261609	-81.10659	-5	1	24366		
Rural Retreat	VA	Wythe County	36.889364	-81.28162	-5	1	24368		
Saltville	VA	Smyth County	36.893445	-81.74825	-5	1	24370		
Speedwell	VA	Wythe County	36.813383	-81.19791	-5	1	24374		
Sugar Grove	VA	Smyth County	36.790265	-81.37541	-5	1	24375		
Tannersville	VA	Tazewell County	37.000956	-81.54797	-5	1	24377		
Willis	VA	Floyd County	36.853525	-80.52024	-5	1	24380		
Woodlawn	VA	Carroll County	36.714663	-80.82602	-5	1	24381		
Wytheville	VA	Wythe County	36.947446	-81.09439	-5	1	24382		
Staunton	VA	Staunton City	38.146216	-79.07625	-5	1	24401,24402,24407	1871	
Augusta Springs	VA	Augusta County	38.091705	-79.322363	-5	1	24411		
Bacova	VA	Bath County	38.054111	-79.84575	-5	1	24412		
Blue Grass	VA	Highland County	38.521373	-79.58361	-5	1	24413		
Brownsburg	VA	Rockbridge County	37.929347	-79.31644	-5	1	24415		
Buena Vista	VA	Buena Vista City	37.74078	-79.35038	-5	1	24416		
Churchville	VA	Augusta County	38.252683	-79.17339	-5	1	24421		
Clifton Forge	VA	Alleghany County	37.821088	-79.79619	-5	1	24422		
Covington	VA	Covington City	37.772399	-80.02705	-5	1	24426		
Craigsville	VA	Augusta County	38.085244	-79.36209	-5	1	24430		
Crimora	VA	Augusta County	38.167914	-78.84222	-5	1	24431		
Deerfield	VA	Augusta County	38.178513	-79.42701	-5	1	24432		
Doe Hill	VA	Highland County	38.443961	-79.44072	-5	1	24433		
Fairfield	VA	Rockbridge County	37.871126	-79.29041	-5	1	24435		
Fort Defiance	VA	Augusta County	38.212067	-78.94563	-5	1	24437		
Glen Wilton	VA	Botetourt County	37.555083	-79.786151	-5	1	24438		
Goshen	VA	Rockbridge County	37.997778	-79.48004	-5	1	24439		
Greenville	VA	Augusta County	37.996542	-79.15354	-5	1	24440		
Grottoes	VA	Rockingham County	38.255747	-78.8242	-5	1	24441		
Head Waters	VA	Highland County	38.345202	-79.38497	-5	1	24442		
Iron Gate	VA	Alleghany County	37.799435	-79.790895	-5	1	24444,24448		
Hot Springs	VA	Bath County	37.970734	-79.89283	-5	1	24445		
Lexington	VA	Lexington City	37.794344	-79.47658	-5	1	24450		
Low Moor	VA	Alleghany County	37.802424	-79.86351	-5	1	24457		
Middlebrook	VA	Augusta County	38.042173	-79.28175	-5	1	24459		
Millboro	VA	Bath County	38.015153	-79.65065	-5	1	24460		
Mint Spring	VA	Augusta County	38.064112	-79.10979	-5	1	24463		
Montebello	VA	Nelson County	37.897702	-79.08939	-5	1	24464		
Monterey	VA	Highland County	38.374628	-79.63611	-5	1	24465		
Mount Sidney	VA	Augusta County	38.258308	-78.95941	-5	1	24467		
Mustoe	VA	Highland County	38.385967	-79.559157	-5	1	24468		
New Hope	VA	Augusta County	38.179715	-79.141332	-5	1	24469		
Port Republic	VA	Rockingham County	38.310311	-78.80409	-5	1	24471		
Raphine	VA	Rockbridge County	37.936577	-79.22828	-5	1	24472		
Rockbridge Baths	VA	Rockbridge County	37.912977	-79.39906	-5	1	24473		
Selma	VA	Alleghany County	37.805268	-79.84752	-5	1	24474		
Steeles Tavern	VA	Augusta County	38.179715	-79.141332	-5	1	24476		
Stuarts Draft	VA	Augusta County	38.01473	-79.02733	-5	1	24477		1749
Swoope	VA	Augusta County	38.151767	-79.21998	-5	1	24479		
Verona	VA	Augusta County	38.19958	-78.99553	-5	1	24482		
Vesuvius	VA	Rockbridge County	37.819652	-79.21508	-5	1	24483		
Warm Springs	VA	Bath County	38.103122	-79.81478	-5	1	24484		
West Augusta	VA	Augusta County	38.270442	-79.33402	-5	1	24485		
Weyers Cave	VA	Augusta County	38.290722	-78.92423	-5	1	24486		
Williamsville	VA	Bath County	38.197757	-79.57766	-5	1	24487		
Lynchburg	VA	Lynchburg City	37.390209	-79.16132	-5	1	24501,24502,24503,24504,24505,24506,24512,24513,24514,24515		1786
Altavista	VA	Campbell County	37.127543	-79.27409	-5	1	24517		
Alton	VA	Halifax County	36.561396	-79.05268	-5	1	24520		
Amherst	VA	Amherst County	37.616606	-79.08763	-5	1	24521		
Appomattox	VA	Appomattox County	37.374688	-78.80585	-5	1	24522		
Bedford	VA	Bedford County	37.339184	-79.52839	-5	1	24523		
Big Island	VA	Bedford County	37.528701	-79.39812	-5	1	24526		
Blairs	VA	Pittsylvania County	36.725028	-79.35877	-5	1	24527		
Brookneal	VA	Campbell County	37.079385	-78.90765	-5	1	24528		
Buffalo Junction	VA	Mecklenburg County	36.631531	-78.63806	-5	1	24529		
Callands	VA	Pittsylvania County	36.807043	-79.61864	-5	1	24530		
Chatham	VA	Pittsylvania County	36.836822	-79.45193	-5	1	24531		
Clifford	VA	Amherst County	37.582488	-78.93618	-5	1	24533		
Clover	VA	Halifax County	36.864697	-78.76019	-5	1	24534		
Cluster Springs	VA	Halifax County	36.611317	-78.945519	-5	1	24535		
Coleman Falls	VA	Bedford County	37.486603	-79.30501	-5	1	24536		
Concord	VA	Campbell County	37.343394	-78.96433	-5	1	24538		
Crystal Hill	VA	Halifax County	36.861612	-78.91187	-5	1	24539		
Danville	VA	Danville City	36.622638	-79.39998	-5	1	24540,24541,24542,24543,24544		
Dry Fork	VA	Pittsylvania County	36.710985	-79.48517	-5	1	24549		
Evington	VA	Campbell County	37.237928	-79.28268	-5	1	24550		
Forest	VA	Bedford County	37.366744	-79.29977	-5	1	24551		
Gladstone	VA	Nelson County	37.541726	-78.80777	-5	1	24553		
Gladys	VA	Campbell County	37.142894	-79.05412	-5	1	24554		
Glasgow	VA	Rockbridge County	37.641788	-79.45652	-5	1	24555		
Goode	VA	Bedford County	37.361512	-79.3981	-5	1	24556		
Gretna	VA	Pittsylvania County	36.971021	-79.31787	-5	1	24557		
Halifax	VA	Halifax County	36.774635	-78.93426	-5	1	24558		
Howardsville	VA	Buckingham County	37.715293	-78.64175	-5	1	24562		
Hurt	VA	Pittsylvania County	37.071568	-79.2923	-5	1	24563		
Java	VA	Pittsylvania County	36.842686	-79.19748	-5	1	24565		
Keeling	VA	Pittsylvania County	36.726236	-79.26279	-5	1	24566		
Long Island	VA	Pittsylvania County	37.041512	-79.1278	-5	1	24569		
Lowry	VA	Bedford County	37.333936	-79.406303	-5	1	24570		
Lynch Station	VA	Campbell County	37.133274	-79.37324	-5	1	24571		
Madison Heights	VA	Amherst County	37.461272	-79.09364	-5	1	24572		
Monroe	VA	Amherst County	37.576208	-79.26133	-5	1	24574		
Naruna	VA	Campbell County	37.245798	-79.133546	-5	1	24576		
Nathalie	VA	Halifax County	36.940538	-78.98017	-5	1	24577		
Natural Bridge	VA	Rockbridge County	37.650711	-79.55269	-5	1	24578		
Natural Bridge Station	VA	Rockbridge County	37.597531	-79.50659	-5	1	24579		
Nelson	VA	Mecklenburg County	36.589704	-78.66151	-5	1	24580		
Norwood	VA	Nelson County	37.644171	-78.79447	-5	1	24581		
Ringgold	VA	Pittsylvania County	36.595244	-79.28647	-5	1	24586		
Rustburg	VA	Campbell County	37.268024	-79.11686	-5	1	24588		
Scottsburg	VA	Halifax County	36.759749	-78.78547	-5	1	24589		
Scottsville	VA	Albemarle County	37.806508	-78.48134	-5	1	24590		
South Boston	VA	Halifax County	36.701855	-78.92008	-5	1	24592		
Spout Spring	VA	Appomattox County	37.320709	-78.91071	-5	1	24593		
Sutherlin	VA	Pittsylvania County	36.635902	-79.1968	-5	1	24594		
Sweet Briar	VA	Amherst County	37.556248	-79.08249	-5	1	24595		
Vernon Hill	VA	Halifax County	36.782331	-79.1237	-5	1	24597		
Virgilina	VA	Halifax County	36.592597	-78.78207	-5	1	24598		
Wingina	VA	Buckingham County	37.638783	-78.71934	-5	1	24599		
Amonate	VA	Tazewell County	37.177549	-81.6578	-5	1	24601		
Bandy	VA	Tazewell County	37.170062	-81.64412	-5	1	24602		
Big Rock	VA	Buchanan County	37.371119	-82.1645	-5	1	24603		
Bishop	VA	Tazewell County	37.201022	-81.53963	-5	1	24604		
Bluefield	VA	Tazewell County	37.222548	-81.3367	-5	1	24605	1883	
Boissevain	VA	Tazewell County	37.28526	-81.38993	-5	1	24606		
Breaks	VA	Dickenson County	37.297387	-82.27942	-5	1	24607		
Burkes Garden	VA	Tazewell County	37.13549	-81.563406	-5	1	24608		
Cedar Bluff	VA	Tazewell County	37.055512	-81.76922	-5	1	24609		
Doran	VA	Tazewell County	37.091572	-81.84119	-5	1	24612		
Falls Mills	VA	Tazewell County	37.273973	-81.31688	-5	1	24613		
Grundy	VA	Buchanan County	37.296213	-82.05775	-5	1	24614		1858
Horsepen	VA	Tazewell County	37.13549	-81.563406	-5	1	24619		
Hurley	VA	Buchanan County	37.409883	-82.02317	-5	1	24620		
Jewell Ridge	VA	Tazewell County	37.214471	-81.78967	-5	1	24622		
Keen Mountain	VA	Buchanan County	37.204272	-81.97936	-5	1	24624		
Mavisdale	VA	Buchanan County	37.287992	-82.027408	-5	1	24627		
Maxie	VA	Buchanan County	37.308652	-82.18593	-5	1	24628		
North Tazewell	VA	Tazewell County	37.155621	-81.49787	-5	1	24630		
Oakwood	VA	Buchanan County	37.223011	-82.00538	-5	1	24631		
Pilgrims Knob	VA	Buchanan County	37.250363	-81.89766	-5	1	24634		
Pocahontas	VA	Tazewell County	37.305821	-81.34697	-5	1	24635		
Pounding Mill	VA	Tazewell County	37.076801	-81.70519	-5	1	24637		
Raven	VA	Buchanan County	37.136584	-81.89068	-5	1	24639		
Red Ash	VA	Tazewell County	37.13549	-81.563406	-5	1	24640		
Richlands	VA	Tazewell County	37.098588	-81.80607	-5	1	24641	1892	
Rowe	VA	Buchanan County	37.14445	-81.99735	-5	1	24646		
Shortt Gap	VA	Buchanan County	37.287992	-82.027408	-5	1	24647		
Swords Creek	VA	Russell County	37.077291	-81.91973	-5	1	24649		
Tazewell	VA	Tazewell County	37.113004	-81.50326	-5	1	24651	1866	
Vansant	VA	Buchanan County	37.198005	-82.12193	-5	1	24656		
Whitewood	VA	Buchanan County	37.226416	-81.86739	-5	1	24657		
Wolford	VA	Buchanan County	37.287992	-82.027408	-5	1	24658			
White River Junction	VT	Windsor County	43.662892	-72.36825	-5	1	05001,05009,05801		
Ascutney	VT	Windsor County	43.410672	-72.429777	-5	1	05030		
Barnard	VT	Windsor County	43.735816	-72.6026	-5	1	05031		
Bethel	VT	Windsor County	43.811958	-72.64493	-5	1	05032		
Bradford	VT	Orange County	43.994064	-72.15534	-5	1	05033		
Bridgewater	VT	Windsor County	43.577762	-72.61789	-5	1	05034		1779
Bridgewater Corners	VT	Windsor County	43.608849	-72.6799	-5	1	05035		1779
Brookfield	VT	Orange County	44.02591	-72.58502	-5	1	05036		1779
Brownsville	VT	Windsor County	43.461468	-72.48743	-5	1	05037		
Chelsea	VT	Orange County	43.989583	-72.46276	-5	1	05038		
Corinth	VT	Orange County	44.026521	-72.29347	-5	1	05039		
East Corinth	VT	Orange County	44.070771	-72.21275	-5	1	05040,05076		
East Randolph	VT	Orange County	43.966821	-72.54784	-5	1	05041		
East Ryegate	VT	Caledonia County	44.213499	-72.08037	-5	1	05042		
East Thetford	VT	Orange County	43.795686	-72.21325	-5	1	05043		
Fairlee	VT	Orange County	43.919887	-72.20655	-5	1	05045		
Groton	VT	Caledonia County	44.254302	-72.22669	-5	1	05046		
Hartford	VT	Windsor County	43.672103	-72.355539	-5	1	05047,05080		
Hartland	VT	Windsor County	43.566105	-72.39941	-5	1	05048		
Hartland Four Corners	VT	Windsor County	43.592039	-72.588407	-5	1	05049		
Newbury	VT	Orange County	44.075132	-72.07174	-5	1	05051		
North Hartland	VT	Windsor County	43.598261	-72.351	-5	1	05052		
North Pomfret	VT	Windsor County	43.714887	-72.49886	-5	1	05053		
North Thetford	VT	Orange County	43.852619	-72.18798	-5	1	05054		
Norwich	VT	Windsor County	43.735335	-72.29086	-5	1	05055		
Plymouth	VT	Windsor County	43.531612	-72.72179	-5	1	05056		
Post Mills	VT	Orange County	43.884626	-72.26075	-5	1	05058		
Quechee	VT	Windsor County	43.649153	-72.42943	-5	1	05059		
Randolph	VT	Orange County	43.954353	-72.66916	-5	1	05060		
Randolph Center	VT	Orange County	43.928369	-72.5731	-5	1	05061		
Reading	VT	Windsor County	43.485715	-72.5536	-5	1	05062		
Sharon	VT	Windsor County	43.775807	-72.42387	-5	1	05065		
South Pomfret	VT	Windsor County	43.687515	-72.54272	-5	1	05067		
South Royalton	VT	Windsor County	43.808623	-72.53208	-5	1	05068		
South Ryegate	VT	Caledonia County	44.168111	-72.14245	-5	1	05069		
South Strafford	VT	Orange County	43.830375	-72.36228	-5	1	05070		
South Woodstock	VT	Windsor County	43.568095	-72.55327	-5	1	05071		
Strafford	VT	Orange County	43.890244	-72.39364	-5	1	05072		
Taftsville	VT	Windsor County	43.625216	-72.47756	-5	1	05073		
Thetford	VT	Orange County	43.815621	-72.22275	-5	1	05074		
Thetford Center	VT	Orange County	43.83178	-72.27125	-5	1	05075		
Tunbridge	VT	Orange County	43.897183	-72.4848	-5	1	05077		1776
Vershire	VT	Orange County	43.948258	-72.32092	-5	1	05079		
Wells River	VT	Orange County	44.135828	-72.09061	-5	1	05081		
West Fairlee	VT	Orange County	43.910089	-72.26637	-5	1	05083		
West Hartford	VT	Windsor County	43.720826	-72.43372	-5	1	05084		
West Newbury	VT	Orange County	44.062646	-72.13946	-5	1	05085		
West Topsham	VT	Orange County	44.116731	-72.31915	-5	1	05086		
Wilder	VT	Windsor County	43.676947	-72.3082	-5	1	05088		
Windsor	VT	Windsor County	43.486791	-72.42611	-5	1	05089		
Woodstock	VT	Windsor County	43.631076	-72.53739	-5	1	05091		
Bellows Falls	VT	Windham County	43.156451	-72.4729	-5	1	05101	1909	
Cavendish	VT	Windsor County	43.441399	-72.533124	-5	1	05124,05142		
Cambridgeport	VT	Windham County	42.99467	-72.720362	-5	1	05141		1781
Chester	VT	Windsor County	43.26449	-72.61831	-5	1	05143		
Chester Depot	VT	Windsor County	43.592039	-72.588407	-5	1	05144		
Grafton	VT	Windham County	43.186044	-72.61661	-5	1	05146		
Londonderry	VT	Windham County	43.238921	-72.80106	-5	1	05148		
Ludlow	VT	Windsor County	43.416827	-72.70416	-5	1	05149		
North Springfield	VT	Windsor County	43.334787	-72.53053	-5	1	05150		
Perkinsville	VT	Windsor County	43.380411	-72.49397	-5	1	05151		
Peru	VT	Bennington County	43.24283	-72.88309	-5	1	05152		
Proctorsville	VT	Windsor County	43.439302	-72.63738	-5	1	05153		
Saxtons River	VT	Windham County	43.139961	-72.50844	-5	1	05154		
South Londonderry	VT	Windham County	43.158484	-72.84497	-5	1	05155		
Springfield	VT	Windsor County	43.300126	-72.47767	-5	1	05156		
Westminster	VT	Windham County	43.093695	-72.45054	-5	1	05158,05364		
Westminster Station	VT	Windham County	43.093972	-72.456492	-5	1	05159		
Weston	VT	Windsor County	43.303613	-72.79134	-5	1	05161		
Bennington	VT	Bennington County	42.882231	-73.17873	-5	1	05201		
Barnet	VT	Caledonia County	44.352579	-72.031815	-5	1	05219,05821		
Arlington	VT	Bennington County	43.106492	-73.17405	-5	1	05250		
Dorset	VT	Bennington County	43.266886	-73.11308	-5	1	05251		
East Arlington	VT	Bennington County	43.065891	-73.07824	-5	1	05252		
East Dorset	VT	Bennington County	43.243449	-73.00758	-5	1	05253		
Manchester	VT	Bennington County	43.162074	-73.07155	-5	1	05254		
Manchester Center	VT	Bennington County	43.172699	-73.05261	-5	1	05255		
North Bennington	VT	Bennington County	42.936801	-73.24838	-5	1	05257		
North Pownal	VT	Bennington County	42.797636	-73.25716	-5	1	05260		
Pownal	VT	Bennington County	42.776384	-73.21395	-5	1	05261		
Shaftsbury	VT	Bennington County	42.977018	-73.16602	-5	1	05262		
